,FYQ,FY,Q,あつまれ どうぶつの森,マリオカート8 デラックス,スーパーマリオ 3Dコレクション,リングフィット アドベンチャー,ゼルダの伝説 ブレス オブ ザ ワイルド,大乱闘スマッシュブラザーズ SPECIAL,スーパーマリオパーティ,New スーパーマリオブラザーズU デラックス,ペーパーマリオ オリガミキング,ポケットモンスター ソード・シールド,ゼルダ無双 厄災の黙示録,スーパーマリオ オデッセイ,ルイージマンション3,世界のアソビ大全51,ピクミン3 デラックス,Splatoon2,Xenoblade Definitive Edition,スーパーマリオメーカー2,マリオカート ライブ ホームサーキット,ポケットモンスター Let's Go! ピカチュウ・Let's Go! イーブイ,ポケットモンスター スカーレット・バイオレット,Splatoon3,Nintendo Switch Sports,星のカービィ ディスカバリー,マリオパーティ スーパースターズ,マリオストライカーズ バトルリーグ,Pokmon LEGENDS アルセウス,スーパーマリオ 3Dワールド + フューリーワールド,ゼノブレイド3,ファイアーエムブレム エンゲージ,星のカービィ Wii デラックス,メトロイドプライム リマスタード,ベヨネッタ3,ポケットモンスター ブリリアントダイヤモンド・シャイニングパール,ゼルダの伝説 スカイウォードソード HD,メトロイド ドレッド,New ポケモンスナップ,マリオゴルフ スーパーラッシュ,ミートピア,やわらかあたま塾 いっしょにあたまのストレッチ,おすそわける メイド イン ワリオ,ナビつき！ つくってわかる はじめてゲームプログラミング,ARMS,1-2-Switch,ゼノブレイド2,星のカービィ スターアライズ,ポッ拳 ポッケン トーナメント DX,ゼルダの伝説 ティアーズ オブ ザ キングダム,Pikmin 4,ゼルダの伝説 夢をみる島,ファイアーエムブレム 風花雪月,ASTRAL CHAIN,MARVEL ULTIMATE ALLIANCE 3: The Black Order,ゼルダの伝説 知恵のかりもの,ペーパーマリオRPG,ルイージマンション2 HD,スーパー マリオパーティ ジャンボリー,Super Mario Bros. Wonder,マリオ&ルイージRPG ブラザーシップ!,マリオテニス エース,ドンキーコング トロピカルフリーズ,スーパーマリオRPG,プリンセスピーチ Showtime!,マリオvs.ドンキーコング,ドンキーコング リターンズ HD,進め! キノピオ隊長,OCTOPATH TRAVELER,ヨッシークラフトワールド,Nintendo Labo Toy-Con 01: Variety Kit,ルイージマンション３,おすそわける　メイド イン ワリオ,ポケモン不思議のダンジョン 救助隊DX,あつまれ どうぶつの森_quarter,マリオカート8 デラックス_quarter,スーパーマリオ 3Dコレクション_quarter,リングフィット アドベンチャー_quarter,ゼルダの伝説 ブレス オブ ザ ワイルド_quarter,大乱闘スマッシュブラザーズ SPECIAL_quarter,スーパーマリオパーティ_quarter,New スーパーマリオブラザーズU デラックス_quarter,ペーパーマリオ オリガミキング_quarter,ポケットモンスター ソード・シールド_quarter,ゼルダ無双 厄災の黙示録_quarter,スーパーマリオ オデッセイ_quarter,ルイージマンション3_quarter,世界のアソビ大全51_quarter,ピクミン3 デラックス_quarter,Splatoon2_quarter,Xenoblade Definitive Edition_quarter,スーパーマリオメーカー2_quarter,マリオカート ライブ ホームサーキット_quarter,ポケットモンスター Let's Go! ピカチュウ・Let's Go! イーブイ_quarter,ポケットモンスター スカーレット・バイオレット_quarter,Splatoon3_quarter,Nintendo Switch Sports_quarter,星のカービィ ディスカバリー_quarter,マリオパーティ スーパースターズ_quarter,マリオストライカーズ バトルリーグ_quarter,Pokmon LEGENDS アルセウス_quarter,スーパーマリオ 3Dワールド + フューリーワールド_quarter,ゼノブレイド3_quarter,ファイアーエムブレム エンゲージ_quarter,星のカービィ Wii デラックス_quarter,メトロイドプライム リマスタード_quarter,ベヨネッタ3_quarter,ポケットモンスター ブリリアントダイヤモンド・シャイニングパール_quarter,ゼルダの伝説 スカイウォードソード HD_quarter,メトロイド ドレッド_quarter,New ポケモンスナップ_quarter,マリオゴルフ スーパーラッシュ_quarter,ミートピア_quarter,やわらかあたま塾 いっしょにあたまのストレッチ_quarter,おすそわける メイド イン ワリオ_quarter,ナビつき！ つくってわかる はじめてゲームプログラミング_quarter,ARMS_quarter,1-2-Switch_quarter,ゼノブレイド2_quarter,星のカービィ スターアライズ_quarter,ポッ拳 ポッケン トーナメント DX_quarter,ゼルダの伝説 ティアーズ オブ ザ キングダム_quarter,Pikmin 4_quarter,ゼルダの伝説 夢をみる島_quarter,ファイアーエムブレム 風花雪月_quarter,ASTRAL CHAIN_quarter,MARVEL ULTIMATE ALLIANCE 3: The Black Order_quarter,ゼルダの伝説 知恵のかりもの_quarter,ペーパーマリオRPG_quarter,ルイージマンション2 HD_quarter,スーパー マリオパーティ ジャンボリー_quarter,Super Mario Bros. Wonder_quarter,マリオ&ルイージRPG ブラザーシップ!_quarter,マリオテニス エース_quarter,ドンキーコング トロピカルフリーズ_quarter,スーパーマリオRPG_quarter,プリンセスピーチ Showtime!_quarter,マリオvs.ドンキーコング_quarter,ドンキーコング リターンズ HD_quarter,進め! キノピオ隊長_quarter,OCTOPATH TRAVELER_quarter,ヨッシークラフトワールド_quarter,Nintendo Labo Toy-Con 01: Variety Kit_quarter,ルイージマンション３_quarter,おすそわける　メイド イン ワリオ_quarter,ポケモン不思議のダンジョン 救助隊DX_quarter,Switch_jp_sales,Switch_us_sales,Switch_eur_sales,Switch_others_sales,hard_total_sales
2019-06-30,2020Q1,2020.0,1.0,,120.0,,,,,,,,,,,,,,,,242.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.0,,,,,,,,,,,,,,,,242.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.0,82.0,0.0,50.0,185.0
2019-09-30,2020Q2,2020.0,2.0,,232.0,,,176.0,190.0,120.0,128.0,,,,,,,,,,393.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313.0,229.0,,,,,,,,,,,,,,,,,,,,,,,112.0,,,176.0,190.0,120.0,128.0,,,,,,,,,,151.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313.0,229.0,,,,,,,,,,,,,,,,,,,,,,124.0,181.0,0.0,127.0,432.0
2019-12-31,2020Q3,2020.0,3.0,,627.0,,217.0,356.0,387.0,272.0,254.0,,1606.0,,215.0,537.0,,,110.0,,504.0,,113.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,419.0,258.0,103.0,102.0,,,,,,,,,,,,,,,,,,,,,395.0,,217.0,180.0,197.0,152.0,126.0,,1606.0,,215.0,537.0,,,110.0,,111.0,,113.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.0,29.0,103.0,102.0,,,,,,,,,,,,,,,,,,,,242.0,395.0,0.0,302.0,939.0
2020-03-31,2020Q4,2020.0,4.0,1177.0,808.0,,273.0,464.0,503.0,370.0,329.0,,1737.0,,297.0,,,,143.0,,548.0,,134.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,438.0,287.0,108.0,108.0,,,,,,,,,,,,,,,,,633.0,,126.0,1177.0,181.0,,56.0,108.0,116.0,98.0,75.0,,131.0,,82.0,,,,33.0,,44.0,,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,29.0,5.0,6.0,,,,,,,,,,,,,,,,,633.0,,126.0,102.0,153.0,0.0,55.0,310.0
2020-06-30,2021Q1,2021.0,1.0,1063.0,197.0,,117.0,119.0,115.0,,,,,,,,103.0,,,132.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1063.0,197.0,,117.0,119.0,115.0,,,,,,,,103.0,,,132.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.0,199.0,161.0,92.0,567.0
2020-09-30,2021Q2,2021.0,2.0,1427.0,421.0,521.0,311.0,232.0,226.0,200.0,172.0,282.0,165.0,,158.0,,181.0,,113.0,140.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151.0,,,364.0,224.0,521.0,194.0,113.0,111.0,200.0,172.0,282.0,165.0,,158.0,,78.0,,113.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151.0,,,158.0,247.0,170.0,112.0,687.0
2020-12-31,2021Q3,2021.0,3.0,1941.0,864.0,832.0,595.0,404.0,401.0,372.0,322.0,305.0,298.0,284.0,281.0,281.0,262.0,194.0,177.0,148.0,143.0,108.0,103.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,514.0,443.0,311.0,284.0,172.0,175.0,172.0,150.0,23.0,133.0,284.0,123.0,281.0,81.0,194.0,64.0,8.0,143.0,108.0,103.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,271.0,459.0,297.0,129.0,1156.0
2021-03-31,2021Q4,2021.0,4.0,2085.0,1062.0,901.0,738.0,486.0,501.0,469.0,384.0,312.0,373.0,307.0,342.0,326.0,314.0,204.0,208.0,152.0,167.0,127.0,131.0,,,,,,,,559.0,,,,,,,,,,,,,,,,,,,,,,111.0,,,,,,,,,,,,,,,,,,,,,,,144.0,198.0,69.0,143.0,82.0,100.0,97.0,62.0,7.0,75.0,23.0,61.0,45.0,52.0,10.0,31.0,4.0,24.0,19.0,28.0,,,,,,,,559.0,,,,,,,,,,,,,,,,,,,,,,111.0,,,,,,,,,,,,,,,,,,,,,,,116.0,210.0,87.0,60.0,473.0
2021-06-30,2022Q1,2022.0,1.0,126.0,169.0,,115.0,,,,,,,,,,,,,,,,,,,,,,,,109.0,,,,,,,,,207.0,134.0,104.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126.0,169.0,,115.0,,,,,,,,,,,,,,,,,,,,,,,,109.0,,,,,,,,,207.0,134.0,104.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.0,159.0,108.0,62.0,445.0
2021-09-30,2022Q2,2022.0,2.0,222.0,334.0,,210.0,185.0,186.0,168.0,103.0,,154.0,,112.0,,,,,,,,,,,,,,,,186.0,,,,,,,360.0,,219.0,194.0,137.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.0,165.0,,95.0,185.0,186.0,168.0,103.0,,154.0,,112.0,,,,,,,,,,,,,,,,77.0,,,,,,,360.0,,12.0,60.0,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.0,145.0,94.0,57.0,383.0
2021-12-31,2022Q3,2022.0,3.0,499.0,796.0,,342.0,352.0,356.0,259.0,228.0,,280.0,,219.0,,,,,,,,105.0,,,,,543.0,,,326.0,,,,,,1397.0,385.0,274.0,236.0,226.0,163.0,128.0,,101.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,145.0,124.0,,277.0,462.0,,132.0,167.0,170.0,91.0,125.0,,126.0,,107.0,,,,,,,,105.0,,,,,543.0,,,140.0,,,,,,1397.0,25.0,274.0,17.0,32.0,26.0,128.0,,101.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,145.0,124.0,,229.0,380.0,338.0,119.0,1066.0
2022-03-31,2022Q4,2022.0,4.0,601.0,994.0,,398.0,428.0,433.0,299.0,286.0,,318.0,,267.0,183.0,108.0,,109.0,,,,125.0,,,,265.0,688.0,,1264.0,384.0,,,,,,1465.0,391.0,290.0,240.0,235.0,168.0,159.0,127.0,106.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.0,198.0,,56.0,76.0,77.0,40.0,58.0,,38.0,,48.0,183.0,108.0,,109.0,,,,20.0,,,,265.0,145.0,,1264.0,58.0,,,,,,68.0,6.0,16.0,4.0,9.0,5.0,31.0,127.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.0,192.0,62.0,71.0,412.0
2022-06-30,2023Q1,2023.0,1.0,,148.0,,,,,,,,,,,,,,,,,,,,,484.0,188.0,,191.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148.0,,,,,,,,,,,,,,,,,,,,,484.0,188.0,,191.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.0,127.0,111.0,33.0,343.0
2022-09-30,2023Q2,2023.0,2.0,153.0,307.0,,,122.0,135.0,,,,,,,,,,,,,,,,790.0,615.0,261.0,119.0,217.0,128.0,,172.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153.0,159.0,,,122.0,135.0,,,,,,,,,,,,,,,,790.0,131.0,73.0,119.0,26.0,128.0,,172.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.0,129.0,58.0,37.0,325.0
2022-12-31,2023Q3,2023.0,3.0,295.0,666.0,,113.0,243.0,227.0,101.0,145.0,,,,162.0,102.0,,,,,,,,2061.0,1013.0,861.0,347.0,250.0,247.0,199.0,139.0,181.0,,,,104.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142.0,359.0,,113.0,121.0,92.0,101.0,145.0,,,,162.0,102.0,,,,,,,,2061.0,223.0,246.0,86.0,131.0,30.0,71.0,139.0,9.0,,,,104.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209.0,307.0,242.0,65.0,823.0
2023-03-31,2023Q4,2023.0,4.0,358.0,845.0,,129.0,324.0,292.0,136.0,211.0,,,,225.0,140.0,,,,,,,,2210.0,1067.0,960.0,381.0,329.0,254.0,219.0,195.0,186.0,161.0,146.0,109.0,107.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.0,179.0,,16.0,81.0,65.0,35.0,66.0,,,,63.0,38.0,,,,,,,,149.0,54.0,99.0,34.0,79.0,7.0,20.0,56.0,5.0,161.0,146.0,109.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.0,134.0,87.0,30.0,306.0
2023-06-30,2024Q1,2024.0,1.0,,167.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1851.0,,,,,,,,,,,,,,,,,,,,,,,,,,167.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1851.0,,,,,,,,,,,,,,,,,,,,,,,,,120.0,118.0,94.0,58.0,390.0
2023-09-30,2024Q2,2024.0,2.0,117.0,322.0,,,133.0,135.0,,128.0,,,,120.0,,,,,,,,,113.0,,117.0,,127.0,,,120.0,,,,,,,,,,,,,,,,,,,,1950.0,261.0,,,,,,,,,,,,,,,,,,,,,,,,117.0,155.0,,,133.0,135.0,,128.0,,,,120.0,,,,,,,,,113.0,,117.0,,127.0,,,120.0,,,,,,,,,,,,,,,,,,,,99.0,261.0,,,,,,,,,,,,,,,,,,,,,,,,98.0,85.0,63.0,48.0,294.0
2023-12-31,2024Q3,2024.0,3.0,258.0,679.0,,,180.0,257.0,120.0,178.0,,,,190.0,,,,,,,,,226.0,104.0,288.0,,214.0,,,179.0,,,,,,,,,,,,,,,,,,,,2028.0,333.0,,,,,,,,,1196.0,,,,314.0,,,,,,,,115.0,,,141.0,357.0,,,47.0,122.0,120.0,50.0,,,,70.0,,,,,,,,,113.0,104.0,171.0,,87.0,,,59.0,,,,,,,,,,,,,,,,,,,,78.0,72.0,,,,,,,,,1196.0,,,,314.0,,,,,,,,115.0,,,156.0,282.0,199.0,53.0,690.0
2024-03-31,2024Q4,2024.0,4.0,315.0,818.0,,,204.0,313.0,152.0,203.0,,,,220.0,142.0,,,,,,,,282.0,129.0,351.0,106.0,272.0,,,210.0,,,,,,,,,,,,,,,,,,,,2061.0,348.0,,,,,,,,,1344.0,,,,331.0,122.0,112.0,,,,,,,,,57.0,139.0,,,24.0,56.0,32.0,25.0,,,,30.0,142.0,,,,,,,,56.0,25.0,63.0,106.0,58.0,,,31.0,,,,,,,,,,,,,,,,,,,,33.0,15.0,,,,,,,,,148.0,,,,17.0,122.0,112.0,,,,,,,,,67.0,67.0,34.0,27.0,195.0
2024-06-30,2025Q1,2025.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176.0,119.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176.0,119.0,,,,,,,,,,,,,,,,,79.0,65.0,41.0,25.0,210.0
2024-09-30,2025Q2,2025.0,2.0,109.0,231.0,,,,,,,,,,,,,,,,,,,,,126.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,258.0,194.0,157.0,,,,,,,,,,,,,,,,,109.0,231.0,,,,,,,,,,,,,,,,,,,,,126.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,258.0,18.0,38.0,,,,,,,,,,,,,,,,,83.0,94.0,62.0,23.0,262.0
2024-12-31,2025Q3,2025.0,3.0,208.0,538.0,,,,166.0,,,,,,109.0,,,,,,,,,146.0,,263.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,391.0,206.0,180.0,617.0,207.0,184.0,,,,,,,,,,,,,,99.0,307.0,,,,166.0,,,,,,109.0,,,,,,,,,146.0,,137.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133.0,12.0,23.0,617.0,207.0,184.0,,,,,,,,,,,,,,120.0,172.0,148.0,43.0,483.0
2025-03-31,2025Q4,2025.0,4.0,247.0,623.0,,,,202.0,,,,,,133.0,,,,,,,,,187.0,,316.0,,110.0,,,,,,,,,,,,,,,,,,,,,,,112.0,,,,,,409.0,210.0,188.0,748.0,260.0,197.0,,,,,,127.0,,,,,,,,39.0,85.0,,,,36.0,,,,,,24.0,,,,,,,,,41.0,,53.0,,110.0,,,,,,,,,,,,,,,,,,,,,,,112.0,,,,,,18.0,4.0,8.0,131.0,53.0,13.0,,,,,,127.0,,,,,,,,38.0,48.0,20.0,19.0,125.0
2025-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.0,36.0,24.0,11.0,100.0
